"","Bitcoin","BitcoinLMean","BitcoinAMean","BitcoinBMean"
"152",999.1035,170.252397204506,1012.68618756944,0
"153",997.59,533.351565272506,994.972509828235,0
"154",1000.604625,1920.32158772641,1000.39733544903,0
"155",999.877375,2044.86346113959,999.648245025896,0
"156",1001.2,676.171498601304,1001.16398780921,0
"157",1012.325988,1278.09076685762,1011.24367414477,0
"158",1035.208125,1745.27834333638,1032.57836030435,0
"159",1035.2,1574.96700195387,1032.72598227719,0
"160",1056.637138,1536.59388629153,1055.53028691797,0
"161",1052.779286,995.517745828271,1051.67516153762,0
"162",1050.87,684.506714634293,1051.51161603665,0
"163",1123.788429,2473.08500211005,1111.50491172638,0
"164",1123.223188,2306.64084579862,1109.18758115062,0
"165",1130.01,1786.66397439552,1128.92122383385,0
"166",1174.86625,1596.29659379078,1167.61295434503,0
"167",1150.605714,403.029334427797,1150.31486753491,0
"168",1150.37,847.201791609453,1153.06719395872,0
"169",1190.75195,1373.17058617837,1183.4168633178,0
"170",1187.565286,1476.5094894797,1186.30659073401,0
"171",1190.89,1835.50479434235,1190.69760354754,0
"172",1259.410817,2431.4161906969,1254.77974823347,0
"173",1285.14,2682.8995842845,1284.32533518415,0
"174",1287,2288.76367262233,1286.461276926,0
"175",1270.9333,342.784476815217,1269.7520305757,0
"176",1275.197375,328.809418715836,1276.25568968133,0
"177",1279.5,932.280539882314,1279.4906234238,0
"178",1157.3933,1326.56437036782,1154.60946792123,0
"179",1192.469143,317.473386550002,1199.27490955986,0
"180",1192.09,1071.98170577872,1189.85586141749,0
"181",1179.159875,2279.47487489706,1180.87762632406,0
"182",1227.494625,3657.9153470357,1220.26053067319,0
"183",1227.68,1594.29770372157,1222.52837934083,0
"184",1245.370786,2072.58379625062,1242.53374247835,0
"185",1257.399625,1607.00805396919,1254.19762701903,0
"186",1257,817.442420357328,1256.32979542801,0
"187",1091.171888,2744.08969422915,1112.35677934761,0
"188",952.2323625,6018.48263880403,911.373033548365,0
"189",967.69,2752.01591461223,997.602445885684,0
"190",1049.084488,4081.45651054309,1071.06712459914,0
"191",1118.630043,8581.48788315021,1121.48785724659,0
"192",1113,5011.22319539583,1090.14090253649,0
"193",1038.789,1415.59483768189,1012.72432806496,0
"194",941.9197143,4840.09511992919,925.1380054453,0
"195",927.93,2910.38179930196,955.951194013318,0
"196",956.7863125,1591.70141770854,976.135884844461,0
"197",1037.22925,5557.16929390493,1074.59365570328,0
"198",1041.04,4685.44407600847,996.107378652984,0
"199",1040.5755,1517.81875947413,1038.18839346553,0
"200",1037.90455,306.132593875101,1036.26693141063,0
"201",1034.74,438.507133891606,1033.93685895836,0
"202",1086.929571,2116.86239100022,1128.18829942729,0
"203",1099.169125,2474.07056453859,1077.34309778438,0
"204",1079.99,1291.58888707214,1058.79678542503,0
"205",1141.600363,1708.83636340763,1207.00686864773,0
"206",1133.079314,1135.76309890432,1082.36203398528,0
"207",1133.53,1332.54300611289,1138.79732838187,0
"208",1190.45425,2099.75160973804,1220.72075290446,0
"209",1181.149838,1246.97363528252,1154.4011898545,0
"210",1184.03,1527.66823068645,1187.90648723532,0
"211",1207.744875,1149.14144529466,1214.84421059148,0
"212",1226.617038,1331.76051260201,1228.14909158651,0
"213",1219.09,1705.18687565511,1213.95922586609,0
"214",1180.023713,29.9747001657217,1178.99198579559,0
"215",1185.260057,133.38799988536,1190.05882968867,0
"216",1170.36,484.401469956062,1171.44751832425,0
"217",1186.927413,1804.21329757267,1185.84071847963,0
"218",1205.634875,2459.8216010822,1201.58350389932,0
"219",1176.97,1091.18621197735,1178.99729311752,0
"220",1217.930088,1721.69072040519,1211.65609130541,0
"221",1241.686325,1992.62679340741,1230.23779876979,0
"222",1236.63,1853.02913382907,1235.61414764493,0
"223",1261.311225,1893.0890854403,1256.77544747976,0
"224",1257.988113,757.124396431545,1255.86250866699,0
"225",1240.84,601.536598939818,1243.29415188954,0
"226",1279.414688,1594.62133619218,1275.45710836224,0
"227",1309.109875,2307.51358444037,1298.60938132631,0
"228",1288.02,1893.25223568466,1281.75991925039,0
"229",1331.294429,1919.3412156555,1326.87552553612,0
"230",1334.979038,1259.44495704825,1327.94879037496,0
"231",1333,1358.64488368726,1332.9243181134,0
"232",1417.172813,3178.79842415524,1402.52382870191,0
"233",1452.076288,3231.22185300437,1453.03313080425,0
"234",1447.55,2533.38359512071,1445.22910828634,0
"235",1508.292125,2146.639334895,1509.50473307179,0
"236",1533.335071,1604.38011575379,1539.21351697343,0
"237",1518.75,1554.781610993,1518.36988289248,0
"238",1535.868429,1212.48039815841,1537.2661439286,0
"239",1640.619225,3011.69547419787,1664.62901357479,0
"240",1651.1,3908.78616597019,1649.06825529562,0
"241",1762.88625,5167.64629798355,1781.44937262682,0
"242",1820.990563,4150.185992355,1867.41200103682,0
"243",1829,2074.3244442256,1843.40558906479,0
"244",1771.920013,316.081691877346,1759.84719130515,0
"245",1776.3165,1675.9644145946,1768.48512356491,0
"246",1780,588.934519024682,1781.47728189906,0
"247",1739.031975,1382.86451226287,1730.28517875809,0
"248",1807.485063,3391.36657926851,1813.72043501451,0
"249",1783.98,2327.03962880176,1793.691727006,0
"250",1961.520488,6218.64793069008,1953.58337962098,1964.26358542937
"251",2052.909788,7607.92476580769,2141.25370357438,2069.34179725683
"252",2008.84,3110.35080236343,2014.58504867572,2020.13946331095
"253",2090.662313,2102.30637767668,2089.14873418677,2098.00590230406
"254",2287.710288,4316.19474850547,2348.87565727084,2305.59349352456
"255",2256.32,5107.57307629713,2260.94764163057,2273.22144171647
"256",2387.206286,5710.34007737865,2390.61399592314,2400.20859116241
"257",2211.976857,2536.92660479106,2265.59312878187,2230.84352111956
"258",2279.82,1936.01593824525,2216.71759407122,2279.69731216317
"259",2192.9808,224.949056113906,2223.15190619847,2204.70348945182
"260",2275.9307,2415.79192249976,2237.29993663963,2276.61904753995
"261",2290.02,5955.32371447365,2310.66129815702,2299.06030750113
"262",2285.933914,2775.82310132184,2290.68602729906,2296.481258224
"263",2399.242671,5488.96346203389,2379.1918993081,2398.25488208762
"264",2409.93,3488.97896804537,2442.55246538539,2421.75993376581
"265",2525.765158,5829.89622715675,2514.81801138861,2531.8489971354
"266",2516.173143,3670.62463621233,2559.72262143215,2531.23222886938
"267",2529.53,1370.88436504952,2524.54179066394,2540.16366935992
"268",2883.313697,9658.32088658815,2851.37307990677,2873.5424900869
"269",2664.920863,3426.54039775056,2814.4575888519,2712.81095879587
"270",2683.03,674.281081625657,2654.29541044736,2695.91962337643
"271",2827.4913,1274.81580771924,2773.21084703644,2816.98549029276
"272",2845.372857,2868.41007383779,2838.3005943399,2853.32919386108
"273",2898.63,8678.72827025113,2876.39274510247,2904.64361723316
"274",2657.675063,3307.3486451048,2767.92805954287,2715.10608040328
"275",2748.185086,2443.135849557,2733.45840283617,2746.2383196962
"276",2706,1368.66097139169,2715.95492801102,2722.37776538157
"277",2442.48025,2176.13883567682,2559.10928386166,2500.64617089901
"278",2464.959814,216.103762819182,2502.50855612992,2470.79608415662
"279",2477.94,633.421027936444,2470.59451867391,2464.01328791314
"280",2507.389252,6971.02877198409,2496.31801555645,2508.76994860611
"281",2617.210263,9808.35159420889,2579.71139540825,2610.03977352968
"282",2600,4173.85889391505,2589.14069223344,2612.01731687186
"283",2671.04325,4043.96842783732,2651.19864254142,2673.17400355688
"284",2727.288013,3750.96304279696,2697.17915253909,2727.20993037453
"285",2713.48,2392.22538919072,2708.25991894549,2729.79567166309
"286",2589.164888,599.707503449735,2635.88733695799,2622.67762545758
"287",2512.366286,3605.18295387697,2566.48357077013,2533.43220705121
"288",2502.03,835.650068447967,2516.29106790379,2511.0496300242
"289",2517.903114,3706.65135181097,2517.47237766204,2523.48878160514
"290",2585.349186,7172.03012108427,2579.8489124727,2584.36139732964
"291",2558.3,4801.06451997254,2554.56734134967,2573.26237709826
"292",2477.641375,515.028604632867,2487.96616711788,2500.20589095093
"293",2501.191343,238.506745622437,2514.3922343283,2505.97505436484
"294",2421.26,174.595968923645,2404.32780253726,2441.45960477594
"295",2561.225429,5444.58221877813,2569.65631367475,2549.39143973972
"296",2599.729838,6960.34661329311,2596.13946273489,2604.12866632469
"297",2598.89,4655.60638340038,2598.9113598129,2609.10451674332
"298",2609.96775,2923.611581068,2610.90855307437,2620.66547141688
"299",2491.201214,2610.21859451554,2483.21285202133,2519.54657021948
"300",2502.86,254.244916079286,2503.10705151295,2509.32150499144
"301",2536.238938,2718.22340250087,2536.15636502974,2538.95953578808
"302",2366.170143,365.64903023828,2363.26275458768,2402.28162776768
"303",2327.09,77.3494524894215,2352.00735370719,2340.52840410281
"304",2385.748571,1341.2514837886,2392.0260991962,2383.99561428592
"305",2354.783417,3859.40003102704,2346.46747128152,2367.41130001302
"306",2338.49,4840.84530137322,2347.59583362482,2350.85775573892
"307",2058.9956,4693.16315487304,2088.92008177466,2106.02875050105
"308",1931.2143,7467.85065940968,1923.39470924727,1940.03718906214
"309",1910.96,2192.09047315154,1910.6245277836,1907.22363474361
"310",2320.12225,13445.5968798643,2387.42254039403,2280.20638805654
"311",2264.7657,15258.6078003195,2176.78968116575,2280.1737488282
"312",2265.21,5842.44832097305,2272.84506328859,2274.50715632955
"313",2682.195363,7809.86693439585,2686.65098133286,2636.53670073653
"314",2807.609857,8218.12894020214,2738.74923549234,2815.7973474443
"315",2825.51,9208.87301498827,2810.54083860453,2844.68248798781
"316",2751.821029,2084.92973498546,2739.29906871286,2771.79239794821
"317",2560.997917,11193.2494659607,2542.73597978691,2586.15506344917
"318",2564.3,3985.04039154665,2596.96710404545,2567.68370906412
"319",2647.625,3915.08343373406,2660.67504535354,2650.33796599544
"320",2781.636583,10696.019174317,2790.64797067899,2783.71801941274
"321",2784.8,9198.04236107815,2760.18331683563,2797.56911679346
"322",2745.955417,1827.35835026084,2738.09863078835,2760.13240873553
"323",2866.431667,2042.73237425595,2895.55983159087,2867.63956784443
"324",2862.9,2849.92568929071,2841.56137909108,2876.34762612993
"325",2693.633983,103.521501498703,2662.17974143737,2719.36516766598
"326",2794.117717,893.632942606499,2850.20760778868,2793.34495127706
"327",2790,1860.41975511398,2766.33963628713,2802.0107372106
"328",3218.115017,15119.24628668,3240.37111197412,3195.75782296815
"329",3252.562533,14606.345416306,3220.8600846575,3267.79522646616
"330",3210.2,3939.14888014841,3200.60804222371,3228.12466614332
"331",3457.374333,3970.63285292657,3488.67486567238,3450.80902802248
"332",3357.326317,1297.73618563189,3343.58838065637,3381.39948522513
"333",3340.28,2229.01440442246,3346.14460403215,3355.04920535449
"334",3632.506667,7365.35839246225,3614.47054282441,3615.75614121859
"335",3852.802914,11779.2333740991,3841.89530818678,3852.96312197998
"336",3868.52,12337.2153540746,3852.36668589502,3887.27935081253
"337",4282.992,12466.4144194569,4311.85640544283,4282.75910345498
"338",4217.028329,4436.27558639641,4273.51813429637,4252.49898729593
"339",4179.97,711.814073648477,4174.59111320676,4202.07644421057
"340",4328.725717,1969.45806888957,4324.85239356434,4335.59242815187
"341",4130.440067,3481.79206150466,4152.99362378956,4164.99760125375
"342",4104.71,1745.45796501347,4090.63074203034,4120.31081796222
"343",4157.958033,2702.66678842108,4153.93458710704,4165.24851666136
"344",4043.722,2070.16490559507,4053.98008568426,4069.55422410482
"345",3986.28,4124.55935386533,3976.67607173719,4003.78141894481
"346",4174.95,6394.16720272141,4169.88364463225,4171.22814962366
"347",4340.316717,11935.9630654794,4340.75452188142,4346.68096592569
"348",4331.77,11145.5321452363,4333.4261242094,4356.55748033074
"349",4360.513317,4798.0930639177,4360.42642145696,4378.39459576416
"350",4354.308333,3.10203141090824,4354.01011618169,4373.54975528516
"351",4339.05,1445.33074831964,4337.98191542546,4357.57739981968
"352",4607.98545,10118.2804446664,4621.29183797492,4604.10180648942
"353",4594.98785,9399.86975971321,4618.94765302805,4618.87421482899
"354",4582.52,5892.45768016783,4582.84684758573,4606.46138645474
"355",4911.740017,9422.45620297859,4871.4535409972,4901.39097730688
"356",4580.38748,299.906808535445,4641.41839832537,4643.76433453666
"357",4585.57,115.008605121448,4673.48373754643,4604.95377290117
"358",4344.098317,6119.51259398909,4415.01041455553,4384.9159044913
"359",4488.72014,815.064913282981,4441.56391484933,4481.04996877285
"360",4385.02,8952.05216201769,4421.91210492736,4414.03411058307
"361",4654.6585,11803.4055789128,4552.88815714976,4640.59713238681
"362",4310.750183,4022.23500599938,4493.95483957294,4381.36676012631
"363",4312.26,2472.50312421541,4286.21779432309,4330.50573349277
"364",4329.955,1612.51157156079,4323.47938711081,4342.25059695298
"365",4248.090017,1962.98678929088,4280.42787058473,4275.14150839335
"366",4198.59,7057.05290928059,4216.61582551955,4223.22823650991
"367",3961.271267,3075.80830842942,4051.97879759631,4007.2025133166
"368",3319.63,15717.8633893804,3288.7998138435,3370.66527333215
"369",3216.43,12003.9961145555,3008.33120643519,3169.50546058891
"370",3763.62604,13300.4051101325,3713.02989751166,3721.66550836562
"371",3746.060783,24573.595869445,3692.6043794862,3765.03837266836
"372",3678.53,16531.0518117744,3687.00323848265,3702.69854800557
"373",3943.413333,4400.16034801934,3921.49486339845,3930.34795079613
"374",3977.561667,1150.17084701285,3942.50338124437,3989.52570894491
"375",3894.48,5301.99166308157,3891.37594407973,3919.86505610586
"376",3637.50255,5275.02087054325,3654.5496871352,3678.4673626992
"377",3776.3869,3597.50616921806,3831.27449414013,3775.64302916028
"378",3777.62,5463.93194820414,3745.00265645079,3789.51281294231
"379",3942.555,12484.8875597434,3946.95489989019,3944.9150603751
"380",3910.307383,9359.97763523575,3853.09238614704,3932.46402024031
"381",3881,1271.14110180854,3886.73772317043,3897.12012723049
"382",4201.98905,8868.3453973768,4268.15608334058,4178.0069915932
"383",4193.574667,8158.55246159056,4081.70406198904,4210.63033205347
"384",4164.27,6069.63004234377,4162.55752220244,4186.34647205836
"385",4360.722967,5267.22848634617,4398.851521837,4357.32255623276
"386",4386.88375,3760.99979465022,4278.76488296608,4401.97348030771
"387",4394.07,6706.94432043221,4377.18563922962,4412.77988857813
"388",4225.175,801.285846192318,4254.31497711699,4262.54028463614
"389",4338.852,39.1507815235336,4357.30317356771,4342.28859603047
"390",4318.58,4723.03993348307,4304.1397029858,4337.8990838007
"391",4376.191667,7546.18598348224,4368.41320662383,4385.63003774222
"392",4602.280883,12309.2532408473,4563.63632852945,4596.28547669505
"393",4605.66,8088.02549132442,4587.53328254926,4623.32470422685
"394",4782.28,9888.52898473008,4765.57743413827,4785.103664465
"395",4819.485767,6078.24801575025,4833.85865964865,4833.41833671695
"396",4822.17,3004.99443409281,4826.39735322448,4842.30861720733
"397",5563.806567,20572.4239297615,5533.06339475198,5510.33428603581
"398",5739.438733,21852.5543916112,5856.28666817293,5758.39874777875
"399",5825.99,15198.7608947318,5856.41802253158,5860.6603393527
"400",5711.205867,1702.8356304609,5706.69298696018,5747.79878174884
"401",5603.71294,12513.5620387391,5576.62142401985,5635.214373377
"402",5594.66,1266.45692751476,5582.98375467062,5615.28738190122
"403",5727.6335,7656.26720573909,5748.39876381606,5739.51207306129
"404",5979.45984,17297.8089751552,6043.1819203899,5984.09567209582
"405",5986.44,14004.8956037343,6003.85345204231,6013.76165739324
"406",5983.18455,6330.94751925171,5982.99990976847,6010.54194548413
"407",5876.079867,1301.01338230304,5853.99823245256,5909.21996661232
"408",5900.59,47.4510142448662,5901.14759905759,5921.12774829394
"409",5669.622533,289.788354886948,5621.26180062623,5710.05654260407
"410",5893.138417,7400.87575364761,5899.2409753993,5893.12319573989
"411",5889.82,10570.0659794177,5914.70428661737,5911.33527724459
"412",5776.69695,6488.77837181002,5760.35753980584,5811.90133773067
"413",6155.43402,13707.8490793032,6186.51451423791,6144.67914853743
"414",6136.49,9318.34007528645,6154.61343629611,6168.39184500971
"415",6388.645167,15116.1771902983,6397.29891591963,6394.23612137667
"416",6665.306683,15918.7522432552,6800.37242471994,6678.00404764343
"417",6751.98,9995.70357342394,6797.73929545066,6783.18188002285
"418",7197.72006,18335.3644027689,7263.02977033528,7209.32628778058
"419",7437.543317,15645.2411043086,7660.98307328408,7482.11855973199
"420",7365.99,8020.811787923,7416.64577228654,7425.76100794239
"421",6989.071667,7510.48230903821,6911.00138582627,7043.47604459751
"422",7092.127233,8561.71029073959,7047.57336901322,7104.32724126726
"423",7128.64,4691.17659290732,7144.46905097294,7146.65806883137
"424",7158.03706,14234.6072513398,7165.38947597122,7185.48979476159
"425",6719.39785,2777.29297829336,6684.95077578558,6780.62429822261
"426",6569.22,7782.36498059121,6507.14350241357,6586.05001127893
"427",5716.301583,20010.2716727274,5507.15179002438,5719.045776388
"428",6550.227533,10648.4422658416,6052.03248858867,6475.63706992469
"429",6493.63,26141.5811113073,6638.74267061722,6526.73197756334
"430",7301.42992,40406.6213183791,7189.37064185791,7265.14489840794
"431",7815.0307,41005.1544121272,8168.92973697294,7870.34618050843
"432",7868.77,11612.2722932288,8043.58837579413,7945.71635219667
"433",7817.140383,3427.27308658289,7832.18159856894,7874.48557777252
"434",8007.654067,6876.51702181638,7994.27660241644,8039.43985005976
"435",8049.72,3758.67316328602,8104.54870749611,8089.65381487576
"436",8059.8,9954.60431634833,8070.85753899366,8098.77367152124
"437",8268.035,12264.4418245537,8267.70670249512,8295.53584710832
"438",8236.72,8399.24188810054,8295.77139730882,8284.96117097787
"439",8250.978333,8373.10019527072,8240.4430008643,8293.00266329169
"440",8707.407267,16727.6342775478,8687.1923424447,8717.90263734982
"441",8768.8,16659.0594348432,8914.03847237086,8824.68240133545
"442",9718.29505,35333.8826742148,9735.96359860844,9743.54817490852
"443",9952.50882,30358.9670181696,10400.0940646266,10064.7877375902
"444",9919,11653.26763959,10000.6183442229,10014.1498447788
"445",10147.372,5176.09939352793,10140.8645685324,10203.1548257128
"446",10883.912,14107.3942075614,10947.2964459254,10940.8507033722
"447",10879.88,24002.5584067578,11157.8571542036,11002.0662960924
"448",11332.622,23961.633926338,11427.5023881908,11416.0814296765
"449",11584.83,15320.6654240286,11796.3329673436,11689.6822309194
"450",11591.22,7765.90076415143,11663.7919784265,11694.5500044873
"451",13540.98,54233.0075885658,13763.5894824288,13609.2063259774
"452",16501.97167,113419.094157881,19027.6908059752,18072.2844407107
"453",16860.88,93885.7202269529,16218.1134536282,17743.0442543841
"454",15142.83415,18439.8977122462,13734.3671087026,14954.9586136737
"455",14869.805,86959.3988853477,15472.9542245719,14771.1026323789
"456",15068.95,48104.2092211636,15290.6118709354,15119.3916648614
"457",17276.39333,81106.1383283435,18494.95780244,17731.7366451414
"458",16808.36667,84071.5193929054,15782.896575992,16942.5775955293
"459",16252.31,9594.08203173467,16190.1309253087,16288.8057833734
"460",17771.9,11471.3183400007,18536.1365181514,17865.4735334807
"461",19498.68333,55452.5071046532,19626.1484206093,19807.1753741695
"462",19279.9,72638.5822342876,18454.4662505184,19421.0702831628
"463",18961.85667,10930.8834327308,18920.7346899579,19035.9203980384
"464",17737.11167,60047.8334158457,17357.7491080554,17744.7621119118
"465",17382.94,43648.403505051,17718.2638617547,17369.2110332559
"466",16047.51,21681.0838500759,15612.4995620644,15930.1442461449
"467",15190.945,16067.6832082277,15272.5117756418,15062.5082310491
"468",13776.61,20128.9629935107,13379.4003806516,13545.1452913297
"469",13949.175,2830.56210989334,14526.5193508883,13935.8043457722
"470",14119.02833,43578.2326275662,14134.0330899024,14186.1244910272
"471",13740.94,38305.053134329,13560.1053409114,13757.1445143111
"472",15589.32167,71294.6474983845,15978.9739097107,15916.2504406673
"473",14380.58167,18926.6400597801,14201.081863547,14457.6681511735
"474",14214.01,2488.15251892218,14221.741805434,14219.3532092525
"475",13215.574,32720.3630362422,13124.6306446498,13169.4963896246
"476",14165.575,3825.70325050518,14109.4166786587,14230.6818737148
"477",13796,40642.0871974173,13923.00264265,13869.9118373376
"478",15005.85667,53066.5926132378,14908.6103166553,15144.6519783685
"479",15053.26167,45460.2851861152,15524.1806842449,15183.6388905307
"480",15039.24,11314.1873608946,15057.5225972857,15126.3860204719
"481",17174.12,58492.747795474,17108.6139963578,17344.1188956151
"482",17319.198,44738.3832228133,18240.3312583941,17514.5777880682
"483",17155.95,28602.7084362508,17205.7158324133,17269.0921062329
"484",15265.90667,51363.4250496939,15296.6180842614,15251.9382020549
"485",14714.25333,74013.9376865701,14277.1525969207,14637.8660880305
"486",14437.42,15150.2108844918,14381.1870197517,14428.4976514549
"487",13296.794,848.485000858471,13377.1974129472,13244.101403229
"488",13912.882,38699.3664290408,13643.0673451728,13941.5680744515
"489",13791.19,28880.0467304243,13907.5669236161,13853.9064352211
"490",13852.92,32622.3771262362,13822.9885982536,13913.3716680076
"491",14012.196,30288.035162668,14002.0758684014,14087.6445028899
"492",13554.14,1763.90472911375,13589.0153882712,13600.591915643
"493",11116.94667,50689.9947988503,10926.9406458758,10985.1095963844
"494",11345.42333,39559.0518874654,11054.6650548731,11255.7731390252
